path,breed
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_1.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_10.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_100.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_101.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_102.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_103.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_104.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_105.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_106.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_107.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_108.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_109.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_11.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_110.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_111.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_112.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_113.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_114.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_115.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_116.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_117.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_118.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_119.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_12.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_120.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_121.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_122.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_123.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_124.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_125.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_126.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_127.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_128.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_129.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_13.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_130.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_131.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_132.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_133.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_134.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_135.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_136.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_137.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_138.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_139.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_14.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_140.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_141.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_142.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_143.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_144.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_145.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_146.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_148.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_149.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_15.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_150.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_151.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_152.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_153.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_154.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_155.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_156.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_157.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_158.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_159.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_16.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_160.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_161.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_164.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_165.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_166.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_167.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_168.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_169.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_17.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_170.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_172.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_173.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_174.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_175.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_176.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_177.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_178.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_179.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_18.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_180.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_181.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_182.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_183.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_184.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_185.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_19.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_190.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_191.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_192.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_193.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_195.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_196.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_197.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_2.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_20.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_201.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_202.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_204.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_205.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_206.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_207.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_21.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_210.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_212.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_213.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_215.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_216.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_217.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_219.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_22.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_220.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_221.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_223.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_224.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_225.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_226.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_228.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_230.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_232.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_24.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_25.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_26.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_27.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_29.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_3.jpg,Abyssinian
/raid/hjy/my_cat_dataset/Abyssinian/Abyssinian_30.jpg,Abyssinian
